Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation of Myeloid Leukocyte Mediated Immunity (GO:0002887)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	LGALS9
Negative Regulation of Neuron Migration (GO:2001223)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	CX3CL1
Negative Regulation of Synapse Assembly (GO:0051964)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TLR2
Negative Regulation of Synapse Organization (GO:1905809)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TLR2
Negative Regulation of Toll-Like Receptor 2 Signaling Pathway (GO:0034136)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TREM2
Negative Regulation of Trophoblast Cell Migration (GO:1901164)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TIMP1
Negative Regulation of Viral Life Cycle (GO:1903901)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	IL32
Pericardium Morphogenesis (GO:0003344)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	BMP7
Positive Regulation of T-helper 2 Cell Differentiation (GO:0045630)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	IL18
Positive Regulation of Antigen Processing and Presentation (GO:0002579)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	CCL21
Positive Regulation of Catecholamine Secretion (GO:0033605)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	GDNF
Positive Regulation of Cell-Cell Adhesion Mediated by Integrin (GO:0033634)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	CXCL13
Positive Regulation of Dendritic Cell Antigen Processing and Presentation (GO:0002606)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	CCL21
Positive Regulation of Epithelial Cell Differentiation Involved in Kidney Development (GO:2000698)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	LIF
Positive Regulation of Fever Generation (GO:0031622)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TNF
Positive Regulation of Lipoprotein Particle Clearance (GO:0010986)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TREM2
Positive Regulation of Microglial Cell Activation (GO:1903980)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TREM2
Positive Regulation of Neuroepithelial Cell Differentiation (GO:1902913)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	BMP4
Positive Regulation of Odontoblast Differentiation (GO:1901331)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	BMP4
Positive Regulation of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035360)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	BMP2
Positive Regulation of Unsaturated Fatty Acid Biosynthetic Process (GO:2001280)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	IL1B
Regulation of G Protein-Coupled Receptor Internalization (GO:1904020)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	APP
Regulation of RNA Polymerase II Regulatory Region Sequence-Specific DNA Binding (GO:1903025)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	IL32
Regulation of Axon Extension Involved in Axon Guidance (GO:0048841)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	VEGFA
Regulation of Blood Vessel Branching (GO:1905553)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	VEGFA
Regulation of Blood Vessel Remodeling (GO:0060312)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TGFB1
Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902041)	2/32	0.06426694766447123	0.1098265908575183	0	0	5.1130998702983135	14.03397538942376	LGALS3;ICAM1
Regulation of Postsynapse Organization (GO:0099175)	2/32	0.06426694766447123	0.1098265908575183	0	0	5.1130998702983135	14.03397538942376	APP;WNT5A
Endodermal Cell Differentiation (GO:0035987)	2/32	0.06426694766447123	0.1098265908575183	0	0	5.1130998702983135	14.03397538942376	INHBA;MMP9
Regulation of Cholesterol Efflux (GO:0010874)	2/32	0.06426694766447123	0.1098265908575183	0	0	5.1130998702983135	14.03397538942376	ADIPOQ;TREM2
Phagocytosis (GO:0006909)	3/71	0.0645795488385572	0.11027063486322265	0	0	3.390337775735294	9.289042381576623	TREM2;GAS6;ELANE
Negative Regulation of Canonical Wnt Signaling Pathway (GO:0090090)	4/117	0.06576691192102034	0.11220640482851633	0	0	2.724692000694083	7.415626446658875	APP;BMP2;WNT5A;IGFBP6
Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0008277)	3/72	0.06676926268104165	0.11382362072053594	0	0	3.3410326086956523	9.042546330715245	APP;CXCL8;CCL5
Embryonic Skeletal System Morphogenesis (GO:0048704)	2/33	0.06784592171827218	0.11500241394257003	0	0	4.947910129283294	13.312431378447242	TGFBR1;TGFBR2
Epithelial Tube Morphogenesis (GO:0060562)	2/33	0.06784592171827218	0.11500241394257003	0	0	4.947910129283294	13.312431378447242	CSF1R;BSG
Negative Regulation of Developmental Growth (GO:0048640)	2/33	0.06784592171827218	0.11500241394257003	0	0	4.947910129283294	13.312431378447242	GDF15;FGFR3
Negative Regulation of Lipid Metabolic Process (GO:0045833)	2/33	0.06784592171827218	0.11500241394257003	0	0	4.947910129283294	13.312431378447242	IL1B;TNF
Positive Regulation of G1/S Transition of Mitotic Cell Cycle (GO:1900087)	2/33	0.06784592171827218	0.11500241394257003	0	0	4.947910129283294	13.312431378447242	ADAMTS1;EGFR
Positive Regulation of Notch Signaling Pathway (GO:0045747)	2/33	0.06784592171827218	0.11500241394257003	0	0	4.947910129283294	13.312431378447242	TGFB2;GDF2
Regulation of calcineurin-NFAT Signaling Cascade (GO:0070884)	2/33	0.06784592171827218	0.11500241394257003	0	0	4.947910129283294	13.312431378447242	IGF1;TNF
MAPK Cascade (GO:0000165)	4/119	0.06908487955580893	0.11700761610343652	0	0	2.6770332480818415	7.1541555649224255	EGF;CCL3;LGALS9;FGFR3
Cellular Response to Nitrogen Compound (GO:1901699)	5/169	0.0691740038271025	0.1170636987843273	0	0	2.3498415594392164	6.276732646957643	APP;VCAM1;TREM2;IGF1;ICAM1
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)	3/74	0.07124921237730196	0.12047803711048632	0	0	3.246588908450704	8.576096779037321	CCL21;XCL1;CCL19
Regulation of Response to Biotic Stimulus (GO:0002831)	2/34	0.07148923361348834	0.12078617481987926	0	0	4.793044747081712	12.645051006564207	TREM2;CX3CL1
Negative Regulation of Cell Growth (GO:0030308)	4/121	0.0724876877510585	0.12189446622694299	0	0	2.631003854533266	6.904644855559058	TGFB2;TGFB1;GDF2;INHBA
Positive Regulation of Protein Localization to Nucleus (GO:1900182)	3/75	0.07353870462761757	0.12189446622694299	0	0	3.2013346354166665	8.355302259855465	BMP4;TGFB1;IFNG
Regulation of Entry of Bacterium Into Host Cell (GO:2000535)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	CXCL8
Regulation of Glial Cell Apoptotic Process (GO:0034350)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TREM2
I-kappaB Phosphorylation (GO:0007252)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TLR2
Regulation of Hematopoietic Stem Cell Proliferation (GO:1902033)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	THPO
Regulation of Interleukin-1-Mediated Signaling Pathway (GO:2000659)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	IL6
Adult Feeding Behavior (GO:0008343)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	LEP
Regulation of Muscle Organ Development (GO:0048634)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TGFB1
Regulation of Natural Killer Cell Mediated Immunity (GO:0002715)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	LEP
Cardiac Cell Fate Commitment (GO:0060911)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	WNT3A
Regulation of Skeletal Muscle Satellite Cell Proliferation (GO:0014842)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	ANGPT1
Cardiac Muscle Cell Myoblast Differentiation (GO:0060379)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	NRG1
Regulation of Striated Muscle Cell Differentiation (GO:0051153)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	NRG1
Cellular Response to Bacterial Lipopeptide (GO:0071221)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TLR2
Regulation of Triglyceride Storage (GO:0010889)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TREM2
Regulation of Type 2 Immune Response (GO:0002828)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	IFNL1
Regulation of Vascular Associated Smooth Muscle Cell Apoptotic Process (GO:1905459)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	IGF1
Cellular Response to Iron Ion (GO:0071281)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	BMP6
Cellular Response to Lipoteichoic Acid (GO:0071223)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TLR2
Chemokine (C-X-C Motif) Ligand 12 Signaling Pathway (GO:0038146)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TREM2
Response to Lipoteichoic Acid (GO:0070391)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TLR2
Retinal Ganglion Cell Axon Guidance (GO:0031290)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	VEGFA
Dorsal Aorta Development (GO:0035907)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	ENG
Dorsal Aorta Morphogenesis (GO:0035912)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	ENG
Enteric Nervous System Development (GO:0048484)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	GDNF
Thrombopoietin-Mediated Signaling Pathway (GO:0038163)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	THPO
Type B Pancreatic Cell Development (GO:0003323)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	BMP6
Interleukin-3-Mediated Signaling Pathway (GO:0038156)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	IL3
Lung Vasculature Development (GO:0060426)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	BMP4
Morphogenesis of an Endothelium (GO:0003159)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	BSG
Negative Regulation of Cardiac Muscle Cell Apoptotic Process (GO:0010667)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	NRG1
Negative Regulation of Cardiocyte Differentiation (GO:1905208)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	EGFR
Negative Regulation of Lipase Activity (GO:0060192)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	ANGPTL4
Negative Regulation of Lipoprotein Particle Clearance (GO:0010985)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	PCSK9
Negative Regulation of Nervous System Process (GO:0031645)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TNFRSF21
Negative Regulation of Plasminogen Activation (GO:0010757)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	PLAU
Negative Regulation of Sodium Ion Transmembrane Transporter Activity (GO:2000650)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	PCSK9
Negative Regulation of Steroid Metabolic Process (GO:0045939)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	BMP2
Negative Regulation of Striated Muscle Tissue Development (GO:0045843)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TGFB1
Pharyngeal Arch Artery Morphogenesis (GO:0061626)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TGFB2
Positive Regulation of Animal Organ Morphogenesis (GO:0110110)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	GDNF
Positive Regulation of Blood Circulation (GO:1903524)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TGFB2
Positive Regulation of Humoral Immune Response (GO:0002922)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	IL1B
Positive Regulation of Icosanoid Secretion (GO:0032305)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	IL1B
Positive Regulation of Interleukin-18 Production (GO:0032741)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TLR2
Positive Regulation of Leukocyte Tethering or Rolling (GO:1903238)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	SELE
Positive Regulation of Mast Cell Activation (GO:0033005)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	TSLP
Positive Regulation of Trophoblast Cell Migration (GO:1901165)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	VEGFA
Regulation of T-helper Cell Differentiation (GO:0045622)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	IL27
Regulation of Adiponectin Secretion (GO:0070163)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	IL1B
Regulation of Aldosterone Biosynthetic Process (GO:0032347)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	BMP6
Regulation of Blood-Brain Barrier Permeability (GO:1905603)	1/6	0.07523629733624711	0.12189446622694299	0	0	15.29922480620155	39.58095323261555	VEGFA
Cellular Response to Hypoxia (GO:0071456)	3/77	0.07821481304588995	0.12652396228011611	0	0	3.11449535472973	7.936656752840549	TGFB1;BMP7;VEGFA
Regulation of BMP Signaling Pathway (GO:0030510)	3/77	0.07821481304588995	0.12652396228011611	0	0	3.11449535472973	7.936656752840549	BMP4;ENG;FSTL3
Cellular Response to Heat (GO:0034605)	2/36	0.07895991183568252	0.12743337122515558	0	0	4.510643167772946	11.451688535915086	IL1A;FGF1
Endoderm Formation (GO:0001706)	2/36	0.07895991183568252	0.12743337122515558	0	0	4.510643167772946	11.451688535915086	INHBA;MMP9
Negative Regulation of Cell Cycle Process (GO:0010948)	2/36	0.07895991183568252	0.12743337122515558	0	0	4.510643167772946	11.451688535915086	BMP4;BMP7
Regulation of Autophagy (GO:0010506)	6/230	0.07929231086433193	0.12787108773646122	0	0	2.066311405985319	5.237302061094915	IL10;IFNG;IFNB1;LEP;TREM2;DCN
Cellular Response to Decreased Oxygen Levels (GO:0036294)	3/78	0.08060064569543939	0.12978070069604647	0	0	3.0728125	7.738105832702586	TGFB1;BMP7;VEGFA
Positive Regulation of Macroautophagy (GO:0016239)	3/78	0.08060064569543939	0.12978070069604647	0	0	3.0728125	7.738105832702586	IL4;KDR;DCN
Cholesterol Homeostasis (GO:0042632)	3/80	0.08546586556446081	0.13412841681497323	0	0	2.9926948051948052	7.360946511437616	IL18;ANGPTL3;PCSK9
Regulation of Intracellular Protein Transport (GO:0033157)	2/38	0.08666153030582134	0.13412841681497323	0	0	4.259619541720709	10.417944065424509	BMP4;TGFB1
Regulation of Sprouting Angiogenesis (GO:1903670)	2/38	0.08666153030582134	0.13412841681497323	0	0	4.259619541720709	10.417944065424509	FGF1;VEGFA
Heart Looping (GO:0001947)	2/38	0.08666153030582134	0.13412841681497323	0	0	4.259619541720709	10.417944065424509	TGFBR2;ENG
Positive Regulation of Protein Binding (GO:0032092)	2/38	0.08666153030582134	0.13412841681497323	0	0	4.259619541720709	10.417944065424509	BMP4;MMP9
Positive Regulation of Reproductive Process (GO:2000243)	2/38	0.08666153030582134	0.13412841681497323	0	0	4.259619541720709	10.417944065424509	INHBA;VEGFA
Regulation of Protein Catabolic Process (GO:0042176)	4/129	0.0869299301007647	0.13412841681497323	0	0	2.4616156862745098	6.012872660246998	TNFSF12;WNT5A;TNF;EGFR
Regulation of Complement Activation, Classical Pathway (GO:0030450)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	TREM2
Regulation of Dopamine Uptake Involved in Synaptic Transmission (GO:0051584)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	GDNF
Regulation of Endothelial Cell-Matrix Adhesion via Fibronectin (GO:1904904)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	MMP12
Regulation of Glial Cell Differentiation (GO:0045685)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	TNFRSF21
Regulation of Leukocyte Proliferation (GO:0070663)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	CSF2
Angiotensin Maturation (GO:0002003)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	CMA1
Regulation of Resting Membrane Potential (GO:0060075)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	TREM2
Cardiac Atrium Development (GO:0003230)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	ENG
Regulation of Striated Muscle Tissue Development (GO:0016202)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	TGFB1
Regulation of Thymocyte Apoptotic Process (GO:0070243)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	BMP4
Cellular Response to Erythropoietin (GO:0036018)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	KIT
Cellular Response to Granulocyte Macrophage Colony-Stimulating Factor Stimulus (GO:0097011)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	CSF2
Cellular Response to Interleukin-2 (GO:0071352)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	IL2RA
Cellular Response to Interleukin-9 (GO:0071355)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	IL9
Cellular Response to Nitric Oxide (GO:0071732)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	MMP3
Cellular Response to Reactive Nitrogen Species (GO:1902170)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	MMP3
Response to Granulocyte Macrophage Colony-Stimulating Factor (GO:0097012)	1/7	0.08721555906772661	0.13412841681497323	0	0	12.748708010335918	31.098848168327365	CSF2
